index_name,company_name_original,company_name_normalized,symbol,isin,event_type,announced_date,effective_date,source_document,source_reference,mapping_method,mapping_confidence,extraction_confidence,review_status,notes
NIFTY 500,Emmvee Photovoltaic Power Ltd.,EMMVEE PHOTOVOLTAIC POWER,EMMVEE,INE1C6T01020,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Gabriel India Ltd.,GABRIEL INDIA,GABRIEL,INE524A01029,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Gallantt Ispat Ltd.,GALLANTT ISPAT,GALLANTT,INE297H01019,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Billionbrains Garage Ventures Ltd.,BILLIONBRAINS GARAGE VENTURES,GROWW,INE0HOQ01053,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,HDB Financial Services Ltd.,HDB FINANCIAL SERVICES,HDBFS,INE756I01012,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,ICICI Prudential Asset Management Company Ltd.,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY,ICICIAMC,INE346A01027,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Jain Resource Recycling Ltd.,JAIN RESOURCE RECYCLING,JAINREC,INE0YD401026,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Lenskart Solutions Ltd.,LENSKART SOLUTIONS,LENSKART,INE956O01016,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,LG Electronics India Ltd.,LG ELECTRONICS INDIA,LGEINDIA,INE324D01010,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Meesho Ltd.,MEESHO,MEESHO,INE0VDM01015,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Paradeep Phosphates Ltd.,PARADEEP PHOSPHATES,PARADEEP,INE088F01024,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Pine Labs Ltd.,PINE LABS,PINELABS,INE15B701018,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Piramal Finance Ltd.,PIRAMAL FINANCE,PIRAMALFIN,INE202B01038,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Physicswallah Ltd.,PHYSICSWALLAH,PWL,INE0LP301011,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Supreme Petrochem Ltd.,SUPREME PETROCHEM,SPLPETRO,INE663A01033,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Tata Capital Ltd.,TATA CAPITAL,TATACAP,INE976I01016,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Tega Industries Ltd.,TEGA INDUSTRIES,TEGA,INE011K01018,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Tenneco Clean Air India Ltd.,TENNECO CLEAN AIR INDIA,TENNIND,INE19RI01016,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Tata Motors Ltd.,TATA MOTORS,TMCV,INE1TAE01010,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Travel Food Services Ltd.,TRAVEL FOOD SERVICES,TRAVELFOOD,INE103V01028,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Urban Company Ltd.,URBAN COMPANY,URBANCO,INE0CAZ01013,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Zydus Wellness Ltd.,ZYDUS WELLNESS,ZYDUSWELL,INE768C01028,ADDED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Dr. Agarwal's Health Care Ltd.,DR AGARWALS HEALTH CARE,AGARWALEYE,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Akums Drugs and Pharmaceuticals Ltd.,AKUMS DRUGS AND PHARMACEUTICALS,AKUMS,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Alkyl Amines Chemicals Ltd.,ALKYL AMINES CHEMICALS,ALKYLAMINE,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Alok Industries Ltd.,ALOK INDUSTRIES,ALOKINDS,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Alembic Pharmaceuticals Ltd.,ALEMBIC PHARMACEUTICALS,APLLTD,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,AstraZenca Pharma India Ltd.,ASTRAZENCA PHARMA INDIA,ASTRAZEN,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,BASF India Ltd.,BASF INDIA,BASF,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Campus Activewear Ltd.,CAMPUS ACTIVEWEAR,CAMPUS,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Century Plyboards (India) Ltd.,CENTURY PLYBOARDS (INDIA),CENTURYPLY,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Cera Sanitaryware Ltd,CERA SANITARYWARE,CERA,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Valor Estate Ltd.,VALOR ESTATE,DBREALTY,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Finolex Industries Ltd.,FINOLEX INDUSTRIES,FINPIPE,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Godrej Agrovet Ltd.,GODREJ AGROVET,GODREJAGRO,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Gujarat Gas Ltd.,GUJARAT GAS,GUJGASLTD,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Happiest Minds Technologies Ltd.,HAPPIEST MINDS TECHNOLOGIES,HAPPSTMNDS,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,INOX India Ltd.,INOX INDIA,INOXINDIA,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Jyothy Labs Ltd.,JYOTHY LABS,JYOTHYLAB,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Kirloskar Brothers Ltd.,KIRLOSKAR BROTHERS,KIRLOSBROS,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,KSB Ltd.,KSB,KSB,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Maharashtra Scooters Ltd.,MAHARASHTRA SCOOTERS,MAHSCOOTER,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Maharashtra Seamless Ltd.,MAHARASHTRA SEAMLESS,MAHSEAMLES,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Vedant Fashions Ltd.,VEDANT FASHIONS,MANYAVAR,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Metropolis Healthcare Ltd.,METROPOLIS HEALTHCARE,METROPOLIS,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Procter & Gamble Hygiene & Health Care Ltd.,PROCTER AND GAMBLE HYGIENE AND HEALTH CARE,PGHH,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Praj Industries Ltd.,PRAJ INDUSTRIES,PRAJIND,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Rashtriya Chemicals & Fertilizers Ltd.,RASHTRIYA CHEMICALS AND FERTILIZERS,RCF,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Reliance Infrastructure Ltd.,RELIANCE INFRASTRUCTURE,RELINFRA,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Sundram Fasteners Ltd.,SUNDRAM FASTENERS,SUNDRMFAST,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Triveni Engineering & Industries Ltd.,TRIVENI ENGINEERING AND INDUSTRIES,TRIVENI,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,Ventive Hospitality Ltd.,VENTIVE HOSPITALITY,VENTIVE,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,V-Guard Industries Ltd.,V GUARD INDUSTRIES,VGUARD,,REMOVED,2026-02-23,2026-03-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23022026.pdf,https://www.niftyindices.com/Press_Release/ind_prs23022026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 30, 2026"
NIFTY 500,CIE Automotive India Ltd.,CIE AUTOMOTIVE INDIA,CIEINDIA,INE536H01010,ADDED,2026-05-04,2026-05-12,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs04052026.pdf,https://www.niftyindices.com/Press_Release/ind_prs04052026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacement in indices w.e.f. May 12, 2026"
NIFTY 500,Gujarat State Petronet Ltd.,GUJARAT STATE PETRONET,GSPL,,REMOVED,2026-05-04,2026-05-12,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs04052026.pdf,https://www.niftyindices.com/Press_Release/ind_prs04052026.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacement in indices w.e.f. May 12, 2026"
NIFTY 500,Prime Focus Ltd.,PRIME FOCUS,PFOCUS,INE367G01038,ADDED,2026-07-13,2026-07-17,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs13072026_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs13072026_1.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacement in indices w.e.f. July 17, 2026"
NIFTY 500,J.B. Chemicals & Pharmaceuticals Ltd.,JB CHEMICALS AND PHARMACEUTICALS,JBCHEPHARM,,REMOVED,2026-07-13,2026-07-17,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs13072026_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs13072026_1.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacement in indices w.e.f. July 17, 2026"
NIFTY 500,Dummy HEG Ltd.,DUMMY HEG,DUMMYHEG,DUM545A01024,ADDED,2026-09-03,2026-09-07,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs03092026.pdf,https://www.niftyindices.com/Press_Release/ind_prs03092026.pdf,SPECIAL_CORPORATE_ACTION_SYMBOL,HIGH,HIGH,PARSED,"Official corporate-action adjustment for HEG Ltd. says the demerged entity HEG Graphite Ltd. with dummy symbol DUMMYHEG shall be included in Nifty 500 at zero price effective September 07, 2026."
NIFTY 500,360 ONE WAM Ltd.,360 ONE WAM,360ONE,INE466L01038,CURRENT_SNAPSHOT,,2026-09-07,data/reference/nifty500/current/nifty500_constituents_raw.csv,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,OFFICIAL_CURRENT_SNAPSHOT,HIGH,HIGH,PARSED,Current snapshot only; does not prove historical start date.
NIFTY 500,3M India Ltd.,3M INDIA,3MINDIA,INE470A01017,CURRENT_SNAPSHOT,,2026-09-07,data/reference/nifty500/current/nifty500_constituents_raw.csv,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,OFFICIAL_CURRENT_SNAPSHOT,HIGH,HIGH,PARSED,Current snapshot only; does not prove historical start date.
NIFTY 500,Aadhar Housing Finance Ltd.,AADHAR HOUSING FINANCE,AADHARHFC,INE883F01010,CURRENT_SNAPSHOT,,2026-09-07,data/reference/nifty500/current/nifty500_constituents_raw.csv,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,OFFICIAL_CURRENT_SNAPSHOT,HIGH,HIGH,PARSED,Current snapshot only; does not prove historical start date.
NIFTY 500,Aarti Industries Ltd.,AARTI INDUSTRIES,AARTIIND,INE769A01020,CURRENT_SNAPSHOT,,2026-09-07,data/reference/nifty500/current/nifty500_constituents_raw.csv,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,OFFICIAL_CURRENT_SNAPSHOT,HIGH,HIGH,PARSED,Current snapshot only; does not prove historical start date.
NIFTY 500,Aavas Financiers Ltd.,AAVAS FINANCIERS,AAVAS,INE216P01012,CURRENT_SNAPSHOT,,2026-09-07,data/reference/nifty500/current/nifty500_constituents_raw.csv,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,OFFICIAL_CURRENT_SNAPSHOT,HIGH,HIGH,PARSED,Current snapshot only; does not prove historical start date.
NIFTY 500,ABB India Ltd.,ABB INDIA,ABB,INE117A01022,CURRENT_SNAPSHOT,,2026-09-07,data/reference/nifty500/current/nifty500_constituents_raw.csv,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,OFFICIAL_CURRENT_SNAPSHOT,HIGH,HIGH,PARSED,Current snapshot only; does not prove historical start date.
NIFTY 500,Abbott India Ltd.,ABBOTT INDIA,ABBOTINDIA,INE358A01014,CURRENT_SNAPSHOT,,2026-09-07,data/reference/nifty500/current/nifty500_constituents_raw.csv,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,OFFICIAL_CURRENT_SNAPSHOT,HIGH,HIGH,PARSED,Current snapshot only; does not prove historical start date.
NIFTY 500,Aditya Birla Capital Ltd.,ADITYA BIRLA CAPITAL,ABCAPITAL,INE674K01013,CURRENT_SNAPSHOT,,2026-09-07,data/reference/nifty500/current/nifty500_constituents_raw.csv,https://www.niftyindices.com/IndexConstituent/ind_nifty500list.csv,OFFICIAL_CURRENT_SNAPSHOT,HIGH,HIGH,PARSED,Current snapshot only; does not prove historical start date.
